2018-12-23__14:48 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 1 week, 5 hours, 44 minutes] [1.42,0.89,0.73] 41514M 41.3% 7843M 28.9% 27800 normal normal normal
2018-12-23__15:37 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 33 minutes] [1.02,0.82,0.78] 29941M 49.3% 927M 12.1% 47774 normal normal normal
2018-12-23__15:38 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 34 minutes] [0.79,0.79,0.77] 29941M 49.3% 927M 12.2% 49388 normal normal normal
2018-12-23__15:39 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 35 minutes] [1.03,0.90,0.81] 29941M 49.3% 927M 12.1% 48312 normal normal normal
2018-12-23__15:40 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 37 minutes] [0.72,0.84,0.80] 29941M 49.3% 927M 12.2% 48850 normal normal normal
2018-12-23__15:41 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 38 minutes] [0.65,0.79,0.79] 29941M 49.3% 927M 12.2% 51540 normal normal note
2018-12-23__15:42 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 39 minutes] [0.79,0.83,0.80] 29941M 49.3% 927M 12.2% 49388 normal normal normal
2018-12-23__15:43 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 40 minutes] [0.86,0.84,0.81] 29941M 49.3% 927M 12.1% 49388 normal normal normal
2018-12-23__15:44 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 41 minutes] [0.51,0.75,0.78] 29941M 49.3% 927M 12.1% 48850 normal normal normal
2018-12-23__15:45 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 42 minutes] [0.99,0.85,0.82] 29941M 49.3% 927M 12.2% 48312 normal normal normal
2018-12-23__15:46 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 43 minutes] [0.83,0.82,0.81] 29941M 49.3% 927M 12.2% 48312 normal normal normal
2018-12-23__15:47 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 44 minutes] [0.96,0.88,0.83] 29941M 49.3% 927M 12.1% 49388 normal normal normal
2018-12-23__15:48 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 45 minutes] [1.07,0.94,0.85] 29941M 49.3% 927M 12.2% 47774 normal normal normal
2018-12-23__15:49 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 46 minutes] [0.81,0.88,0.84] 29941M 49.3% 927M 12.5% 49388 normal normal normal
2018-12-23__15:50 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 47 minutes] [0.64,0.84,0.82] 29941M 49.3% 927M 12.6% 50464 normal normal note
2018-12-23__15:51 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 48 minutes] [0.63,0.83,0.82] 29941M 49.3% 927M 12.2% 49388 normal normal normal
2018-12-23__15:52 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 49 minutes] [0.60,0.79,0.81] 29941M 49.3% 927M 12.2% 48312 normal normal normal
2018-12-23__15:53 pi4 GNU/Linux [#1023 SMP Tue Aug 8 16:00:15 BST 2017] [up 3 weeks, 1 day, 6 hours, 50 minutes] [1.07,0.86,0.83] 29941M 49.3% 927M 12.2% 49388 normal normal normal
