2018-12-18__18:24 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 2 days, 9 hours, 20 minutes] [0.38,0.68,0.87] 41514M 40.0% 7843M 23.4% +43.0°C normal normal normal
2018-12-18__18:30 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 2 days, 9 hours, 25 minutes] [0.37,0.56,0.76] 41514M 40.0% 7843M 23.4% +45.0°C normal normal normal
2018-12-18__18:32 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 2 days, 9 hours, 28 minutes] [0.24,0.46,0.69] 41514M 40.0% 7843M 23.3% +42.0°C normal normal normal
2018-12-18__18:33 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 2 days, 9 hours, 29 minutes] [0.19,0.41,0.66] 41514M 40.0% 7843M 23.5% +43.0°C normal normal normal
2018-12-18__18:40 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 2 days, 9 hours, 35 minutes] [1.33,0.87,0.75] 41514M 40.0% 7843M 24.3% +45.0°C normal normal normal
2018-12-18__19:20 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 2 days, 10 hours, 16 minutes] [0.44,0.67,0.67] 41514M 39.9% 7843M 22.2% +45.0°C normal normal normal
2018-12-20__18:05 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 1 minute] [1.92,0.88,0.53] 41514M 40.7% 7843M 23.8% +38.0°C normal normal normal
2018-12-20__18:06 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 2 minutes] [1.71,0.98,0.59] 41514M 40.3% 7843M 23.2% +42.0°C normal normal normal
2018-12-20__18:07 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 3 minutes] [1.36,1.03,0.63] 41514M 39.8% 7843M 22.2% +43.0°C normal normal normal
2018-12-20__18:08 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 4 minutes] [1.02,0.97,0.64] 41514M 39.8% 7843M 22.2% +45.0°C normal normal normal
2018-12-20__18:09 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 5 minutes] [1.43,1.08,0.70] 41514M 39.7% 7843M 22.9% +47.0°C normal normal normal
2018-12-20__18:29 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 25 minutes] [0.41,0.39,0.50] 41514M 39.7% 7843M 23.3% +43.0°C normal normal normal
