2018-12-20__19:56 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 51 minutes] [0.41,0.42,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:56 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 52 minutes] [0.38,0.41,0.46] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:57 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 53 minutes] [0.30,0.38,0.44] 41514M 39.8% 7843M 26.0% +43.0°C normal normal normal
2018-12-20__19:58 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 54 minutes] [0.38,0.41,0.45] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__19:59 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 55 minutes] [0.28,0.37,0.43] 41514M 39.8% 7843M 25.9% +48.0°C normal normal normal
2018-12-20__20:00 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 56 minutes] [0.24,0.34,0.42] 41514M 39.8% 7843M 25.9% +43.0°C normal normal normal
2018-12-20__20:01 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 57 minutes] [0.15,0.29,0.40] 41514M 39.8% 7843M 25.9% +44.0°C normal normal normal
2018-12-20__20:02 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 58 minutes] [0.32,0.33,0.40] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:04 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours] [1.23,0.54,0.46] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:04 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours] [1.03,0.53,0.46] 41514M 39.8% 7843M 25.8% +44.0°C normal normal normal
2018-12-20__20:04 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours] [0.80,0.50,0.45] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:05 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours] [0.69,0.49,0.45] 41514M 39.8% 7843M 25.8% +44.0°C normal normal normal
2018-12-20__20:05 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 1 minute] [0.54,0.47,0.44] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:05 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 1 minute] [0.53,0.47,0.45] 41514M 39.8% 7843M 25.8% +44.0°C normal normal normal
2018-12-20__20:05 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 1 minute] [0.48,0.46,0.44] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:06 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 1 minute] [0.37,0.44,0.44] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:06 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 2 minutes] [0.29,0.42,0.43] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 7 minutes] [0.65,0.47,0.43] 41514M 39.8% 7843M 25.8% +44.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 7 minutes] [0.60,0.46,0.43] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.55,0.46,0.43] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.50,0.45,0.43] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.46,0.44,0.42] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.43,0.43,0.42] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.39,0.43,0.42] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.36,0.42,0.42] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.33,0.41,0.41] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.30,0.40,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.28,0.40,0.41] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:12 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.26,0.39,0.41] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.24,0.38,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 8 minutes] [0.22,0.38,0.40] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.20,0.37,0.40] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.34,0.40,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.32,0.39,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.41,0.41,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.38,0.40,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.35,0.40,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.32,0.39,0.41] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.30,0.38,0.40] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:13 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.27,0.38,0.40] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.25,0.37,0.40] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 9 minutes] [0.23,0.36,0.40] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.21,0.36,0.39] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.19,0.35,0.39] 41514M 39.8% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.18,0.35,0.39] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.16,0.34,0.39] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.15,0.33,0.38] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.14,0.33,0.38] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.13,0.32,0.38] 41514M 39.8% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__20:14 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 11 hours, 10 minutes] [0.20,0.33,0.38] 41514M 39.8% 7843M 25.7% +43.0°C normal normal normal
