2018-12-23 09:14  7843M  5959M  24.0%  17.1%
2018-12-23 15:18  927M  804M  13.2%  9.5%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  802M  13.4%  9.6%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  803M  13.3%  9.6%
2018-12-23 15:18  927M  802M  13.4%  9.6%
2018-12-23 15:18  927M  802M  13.4%  9.6%
2018-12-23 15:19  927M  801M  13.5%  9.7%
2018-12-23 15:19  927M  802M  13.4%  9.6%
2018-12-23 15:19  927M  803M  13.3%  9.6%
2018-12-23 15:19  927M  803M  13.3%  9.6%
2018-12-23 15:19  927M  803M  13.3%  9.6%
2018-12-23 15:19  927M  802M  13.4%  9.6%
2018-12-23 15:19  927M  803M  13.3%  9.6%
2018-12-23 15:19  927M  802M  13.4%  9.6%
2018-12-23 15:19  927M  802M  13.4%  9.6%
2018-12-23 15:19  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  800M  13.7%  9.8%
2018-12-23 15:20  927M  800M  13.7%  9.8%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  802M  13.4%  9.6%
2018-12-23 15:20  927M  801M  13.5%  9.7%
2018-12-23 15:20  927M  801M  13.5%  9.7%
2018-12-23 15:21  927M  798M  13.9%  10.0%
2018-12-23 15:21  927M  801M  13.5%  9.7%
2018-12-23 15:21  927M  801M  13.5%  9.7%
2018-12-23 15:21  927M  801M  13.5%  9.7%
2018-12-23 15:21  927M  800M  13.7%  9.8%
2018-12-23 15:21  927M  801M  13.5%  9.7%
2018-12-23 15:21  927M  800M  13.7%  9.8%
2018-12-23 15:21  927M  801M  13.5%  9.7%
2018-12-23 15:21  927M  800M  13.7%  9.8%
2018-12-23 15:21  927M  801M  13.5%  9.7%
2018-12-23 15:22  927M  801M  13.5%  9.7%
2018-12-23 15:22  927M  801M  13.5%  9.7%
2018-12-23 15:22  927M  801M  13.5%  9.7%
2018-12-23 15:22  927M  801M  13.5%  9.7%
2018-12-23 15:22  927M  800M  13.7%  9.8%
2018-12-23 15:22  927M  801M  13.5%  9.7%
2018-12-23 15:22  927M  800M  13.7%  9.8%
2018-12-23 15:22  927M  800M  13.7%  9.8%
2018-12-23 15:22  927M  800M  13.7%  9.8%
2018-12-23 15:22  927M  800M  13.7%  9.8%
2018-12-23 15:22  927M  799M  13.8%  9.9%
2018-12-23 15:23  927M  800M  13.7%  9.8%
2018-12-23 15:23  927M  800M  13.7%  9.8%
2018-12-23 15:23  927M  799M  13.8%  9.9%
2018-12-23 15:23  927M  800M  13.7%  9.8%
2018-12-23 15:23  927M  800M  13.7%  9.8%
2018-12-23 15:23  927M  800M  13.7%  9.8%
2018-12-23 15:23  927M  798M  13.9%  10.0%
2018-12-23 15:23  927M  799M  13.8%  9.9%
2018-12-23 15:23  927M  799M  13.8%  9.9%
2018-12-23 15:23  927M  799M  13.8%  9.9%
2018-12-23 15:24  927M  799M  13.8%  9.9%
2018-12-23 15:24  927M  798M  13.9%  10.0%
2018-12-23 15:24  927M  799M  13.8%  9.9%
2018-12-23 15:24  927M  796M  14.1%  10.1%
2018-12-23 15:24  927M  798M  13.9%  10.0%
2018-12-23 15:24  927M  796M  14.1%  10.1%
2018-12-23 15:24  927M  799M  13.8%  9.9%
2018-12-23 15:24  927M  798M  13.9%  10.0%
2018-12-23 15:24  927M  799M  13.8%  9.9%
2018-12-23 15:24  927M  798M  13.9%  10.0%
2018-12-23 15:24  927M  799M  13.8%  9.9%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  799M  13.8%  9.9%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  797M  14.0%  10.1%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:25  927M  796M  14.1%  10.1%
2018-12-23 15:25  927M  798M  13.9%  10.0%
2018-12-23 15:26  927M  815M  12.0%  8.7%
2018-12-23 15:26  927M  814M  12.1%  8.7%
2018-12-23 15:26  927M  816M  11.9%  8.6%
2018-12-23 15:26  927M  815M  12.0%  8.7%
2018-12-23 15:26  927M  815M  12.0%  8.7%
2018-12-23 15:26  927M  816M  11.9%  8.6%
2018-12-23 15:26  927M  816M  11.9%  8.6%
2018-12-23 15:26  927M  816M  11.9%  8.6%
2018-12-23 15:26  927M  815M  12.0%  8.7%
2018-12-23 15:26  927M  815M  12.0%  8.7%
2018-12-23 15:27  927M  816M  11.9%  8.6%
2018-12-23 15:27  927M  816M  11.9%  8.6%
2018-12-23 15:27  927M  816M  11.9%  8.6%
2018-12-23 15:27  927M  815M  12.0%  8.7%
2018-12-23 15:27  927M  816M  11.9%  8.6%
2018-12-23 15:27  927M  815M  12.0%  8.7%
2018-12-23 15:27  927M  816M  11.9%  8.6%
2018-12-23 15:27  927M  815M  12.0%  8.7%
2018-12-23 15:27  927M  815M  12.0%  8.7%
2018-12-23 15:27  927M  816M  11.9%  8.6%
2018-12-23 15:27  927M  815M  12.0%  8.7%
2018-12-23 15:28  927M  816M  11.9%  8.6%
2018-12-23 15:28  927M  816M  11.9%  8.6%
2018-12-23 15:28  927M  816M  11.9%  8.6%
2018-12-23 15:28  927M  815M  12.0%  8.7%
2018-12-23 15:28  927M  816M  11.9%  8.6%
2018-12-23 15:28  927M  815M  12.0%  8.7%
2018-12-23 15:28  927M  816M  11.9%  8.6%
2018-12-23 15:28  927M  815M  12.0%  8.7%
2018-12-23 15:28  927M  815M  12.0%  8.7%
2018-12-23 15:28  927M  816M  11.9%  8.6%
2018-12-23 15:29  927M  815M  12.0%  8.7%
2018-12-23 15:29  927M  815M  12.0%  8.7%
2018-12-23 15:29  927M  815M  12.0%  8.7%
2018-12-23 15:29  927M  816M  11.9%  8.6%
2018-12-23 15:29  927M  815M  12.0%  8.7%
2018-12-23 15:29  927M  815M  12.0%  8.7%
2018-12-23 15:29  927M  819M  11.6%  8.4%
2018-12-23 15:29  927M  819M  11.6%  8.4%
2018-12-23 15:29  927M  820M  11.5%  8.3%
2018-12-23 15:29  927M  819M  11.6%  8.4%
2018-12-23 15:29  927M  820M  11.5%  8.3%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  820M  11.5%  8.3%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  820M  11.5%  8.3%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:30  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  820M  11.5%  8.3%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  820M  11.5%  8.3%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  820M  11.5%  8.3%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:31  927M  820M  11.5%  8.3%
2018-12-23 15:31  927M  819M  11.6%  8.4%
2018-12-23 15:32  927M  817M  11.8%  8.5%
2018-12-23 15:32  927M  819M  11.6%  8.4%
2018-12-23 15:32  927M  819M  11.6%  8.4%
2018-12-23 15:32  927M  817M  11.8%  8.5%
2018-12-23 15:32  927M  818M  11.7%  8.4%
2018-12-23 15:32  927M  818M  11.7%  8.4%
2018-12-23 15:32  927M  818M  11.7%  8.4%
2018-12-23 15:32  927M  818M  11.7%  8.4%
2018-12-23 15:32  927M  817M  11.8%  8.5%
2018-12-23 15:32  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  819M  11.6%  8.4%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  817M  11.8%  8.5%
2018-12-23 15:33  927M  819M  11.6%  8.4%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:33  927M  817M  11.8%  8.5%
2018-12-23 15:33  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  817M  11.8%  8.5%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:34  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  817M  11.8%  8.5%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:35  927M  819M  11.6%  8.4%
2018-12-23 15:35  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  819M  11.6%  8.4%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  817M  11.8%  8.5%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:36  927M  817M  11.8%  8.5%
2018-12-23 15:36  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  818M  11.7%  8.4%
2018-12-23 15:37  927M  817M  11.8%  8.5%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:38  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  817M  11.8%  8.5%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  817M  11.8%  8.5%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:39  927M  818M  11.7%  8.4%
2018-12-23 15:40  927M  817M  11.8%  8.5%
2018-12-23 15:40  927M  817M  11.8%  8.5%
2018-12-23 15:40  927M  817M  11.8%  8.5%
2018-12-23 15:40  927M  817M  11.8%  8.5%
2018-12-23 15:40  927M  816M  11.9%  8.6%
2018-12-23 15:40  927M  818M  11.7%  8.4%
2018-12-23 15:40  927M  818M  11.7%  8.4%
2018-12-23 15:40  927M  818M  11.7%  8.4%
2018-12-23 15:40  927M  818M  11.7%  8.4%
2018-12-23 15:40  927M  817M  11.8%  8.5%
2018-12-23 15:40  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  817M  11.8%  8.5%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  817M  11.8%  8.5%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  818M  11.7%  8.4%
2018-12-23 15:41  927M  817M  11.8%  8.5%
2018-12-23 15:42  927M  818M  11.7%  8.4%
2018-12-23 15:42  927M  817M  11.8%  8.5%
2018-12-23 15:42  927M  818M  11.7%  8.4%
2018-12-23 15:42  927M  817M  11.8%  8.5%
2018-12-23 15:42  927M  818M  11.7%  8.4%
2018-12-23 15:42  927M  817M  11.8%  8.5%
2018-12-23 15:42  927M  818M  11.7%  8.4%
2018-12-23 15:42  927M  817M  11.8%  8.5%
2018-12-23 15:42  927M  817M  11.8%  8.5%
2018-12-23 15:42  927M  818M  11.7%  8.4%
2018-12-23 15:42  927M  817M  11.8%  8.5%
2018-12-23 15:43  927M  818M  11.7%  8.4%
2018-12-23 15:43  927M  817M  11.8%  8.5%
2018-12-23 15:43  927M  817M  11.8%  8.5%
2018-12-23 15:43  927M  818M  11.7%  8.4%
2018-12-23 15:43  927M  818M  11.7%  8.4%
2018-12-23 15:43  927M  817M  11.8%  8.5%
2018-12-23 15:43  927M  818M  11.7%  8.4%
2018-12-23 15:43  927M  817M  11.8%  8.5%
2018-12-23 15:43  927M  817M  11.8%  8.5%
2018-12-23 15:43  927M  818M  11.7%  8.4%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:44  927M  818M  11.7%  8.4%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:44  927M  816M  11.9%  8.6%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:44  927M  818M  11.7%  8.4%
2018-12-23 15:44  927M  818M  11.7%  8.4%
2018-12-23 15:44  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  818M  11.7%  8.4%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:45  927M  816M  11.9%  8.6%
2018-12-23 15:45  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  818M  11.7%  8.4%
2018-12-23 15:46  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  818M  11.7%  8.4%
2018-12-23 15:46  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  817M  11.8%  8.5%
2018-12-23 15:46  927M  816M  11.9%  8.6%
2018-12-23 15:46  927M  816M  11.9%  8.6%
2018-12-23 15:46  927M  815M  12.0%  8.7%
2018-12-23 15:47  927M  817M  11.8%  8.5%
2018-12-23 15:47  927M  816M  11.9%  8.6%
2018-12-23 15:47  927M  816M  11.9%  8.6%
2018-12-23 15:47  927M  816M  11.9%  8.6%
2018-12-23 15:47  927M  816M  11.9%  8.6%
2018-12-23 15:47  927M  815M  12.0%  8.7%
2018-12-23 15:47  927M  816M  11.9%  8.6%
2018-12-23 15:47  927M  817M  11.8%  8.5%
2018-12-23 15:47  927M  816M  11.9%  8.6%
2018-12-23 15:47  927M  817M  11.8%  8.5%
2018-12-23 15:48  927M  816M  11.9%  8.6%
2018-12-23 15:48  927M  817M  11.8%  8.5%
2018-12-23 15:48  927M  816M  11.9%  8.6%
2018-12-23 15:48  927M  817M  11.8%  8.5%
2018-12-23 15:48  927M  817M  11.8%  8.5%
2018-12-23 15:48  927M  816M  11.9%  8.6%
2018-12-23 15:48  927M  816M  11.9%  8.6%
2018-12-23 15:48  927M  817M  11.8%  8.5%
2018-12-23 15:48  927M  817M  11.8%  8.5%
2018-12-23 15:48  927M  816M  11.9%  8.6%
2018-12-23 15:48  927M  816M  11.9%  8.6%
2018-12-23 15:49  927M  816M  11.9%  8.6%
2018-12-23 15:49  927M  815M  12.0%  8.7%
2018-12-23 15:49  927M  814M  12.1%  8.7%
2018-12-23 15:49  927M  815M  12.0%  8.7%
2018-12-23 15:49  927M  817M  11.8%  8.5%
2018-12-23 15:49  927M  816M  11.9%  8.6%
2018-12-23 15:49  927M  815M  12.0%  8.7%
2018-12-23 15:49  927M  816M  11.9%  8.6%
2018-12-23 15:49  927M  817M  11.8%  8.5%
2018-12-23 15:49  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  817M  11.8%  8.5%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  817M  11.8%  8.5%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  817M  11.8%  8.5%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:50  927M  817M  11.8%  8.5%
2018-12-23 15:50  927M  816M  11.9%  8.6%
2018-12-23 15:51  927M  817M  11.8%  8.5%
2018-12-23 15:51  927M  816M  11.9%  8.6%
2018-12-23 15:51  927M  816M  11.9%  8.6%
2018-12-23 15:51  927M  817M  11.8%  8.5%
2018-12-23 15:51  927M  816M  11.9%  8.6%
2018-12-23 15:51  927M  816M  11.9%  8.6%
2018-12-23 15:51  927M  815M  12.0%  8.7%
2018-12-23 15:51  927M  816M  11.9%  8.6%
